"Country/Territory";"Epidemiological Weeks";"Suspected";"Confirmed";"Imported cases";"Incidence Ratec";"Deaths";"Populatione X 1000"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";NULL;NULL;NULL;NULL;"0.00";NULL;"374"
"Costa Rica";"6";"75";NULL;NULL;"1.53";NULL;"4,905"
"El Salvador";"6";"59";"0";"0";"0.96";"0";"6,167"
"Guatemala";NULL;NULL;NULL;NULL;"0.00";NULL;"17,005"
"Honduras";NULL;NULL;NULL;NULL;"0.00";NULL;"8,304"
"Nicaragua";"6";NULL;"6";NULL;"0.10";NULL;"6,217"
"Panama";"4";"207";NULL;NULL;"5.11";NULL;"4,051"
"Subtotal";NULL;"341";"6";"0";"0.74";"0";"47,023"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;NULL;NULL;NULL;"11,390"
"Dominican Republic";NULL;NULL;NULL;NULL;"0.00";NULL;"10,766"
"French Guiana";NULL;NULL;NULL;NULL;"0.00";NULL;"282"
"Guadaloupe";NULL;NULL;NULL;NULL;"0.00";NULL;"472"
"Haiti";NULL;NULL;NULL;NULL;"0.00";NULL;"10,983"
"Martinique";NULL;NULL;NULL;NULL;NULL;NULL;"396"
"Puerto Rico";"6";NULL;"3";NULL;"0.08";NULL;"3,679"
"Saint Barthelemy";"5";"0";"0";NULL;"0.00";NULL;"7"
"Saint Martin (French part)";"5";"0";"0";NULL;"0.00";NULL;"32"
"Subtotal";NULL;"0";"3";"0";"0.01";"0";"38,007"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";NULL;NULL;NULL;NULL;"0.00";NULL;"11,052"
"Colombia";"6";"203";"2";"0";"0.42";"0";"49,067"
"Ecuador";"5";NULL;"9";NULL;"0.05";NULL;"16,625"
"Peru";"6";"175";"15";NULL;"0.59";NULL;"32,166"
"Venezuela*";"5";"29";"0";"0";"0.09";"0";"31,925"
"Subtotal";NULL;"407";"26";"0";"0.31";"0";"140,835"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"6";"0";"0";NULL;"0.00";NULL;"44,272"
"Brazil";"4";"3,190";"564";NULL;"1.78";"1";"211,243"
"Chile";NULL;NULL;NULL;NULL;"0.00";NULL;"18,313"
"Paraguay";"4";"2";NULL;NULL;"0.03";NULL;"6,811"
"Uruguay";"2";NULL;NULL;"1";NULL;NULL;"3,456"
"Subtotal";NULL;"3,192";"564";"1";"1.32";"1";"284,095"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";NULL;NULL;NULL;NULL;"0.00";NULL;"17"
"Antigua and Barbuda";NULL;NULL;NULL;NULL;"0.00";NULL;"95"
"Aruba";NULL;NULL;NULL;NULL;"0.00";NULL;"115"
"Bahamas";NULL;NULL;NULL;NULL;"0.00";NULL;"397"
"Barbados";NULL;NULL;NULL;NULL;"0.00";NULL;"292"
"Cayman Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"58"
"Curacao";NULL;NULL;NULL;NULL;NULL;NULL;"149"
"Dominica";NULL;NULL;NULL;NULL;"0.00";NULL;"74"
"Grenada";NULL;NULL;NULL;NULL;"0.00";NULL;"111"
"Guyana";NULL;NULL;NULL;NULL;"0.00";NULL;"774"
"Jamaica";"4";NULL;"0";NULL;"0.00";NULL;"2,813"
"Montserrat";NULL;NULL;NULL;NULL;"0.00";NULL;"5"
"Saint Kitts and Nevis";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Saint Lucia";NULL;NULL;NULL;NULL;"0.00";NULL;"164"
"Saint Vincent and the Grenadines";NULL;NULL;NULL;NULL;"0.00";NULL;"102"
"Sint Maarten (Dutch part)";NULL;NULL;NULL;NULL;"0.00";NULL;"42"
"Suriname";NULL;NULL;NULL;NULL;"0.00";NULL;"552"
"Trinidad and Tobago";NULL;NULL;NULL;NULL;"0.00";NULL;"1,369"
"Turks and Caicos Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Virgin Islands (UK)";NULL;NULL;NULL;NULL;"0.00";NULL;"35"
"Virgin Islands (US)";NULL;NULL;NULL;NULL;NULL;NULL;"102"
"Subtotal";NULL;"0";"0";"0";"0.00";"0";"7,370"
"TOTAL";NULL;"3,940";"605";"2";"0.45";"1";"1,010,724"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";NULL;NULL;NULL;NULL;"0.00";NULL;"71"
"Canada";NULL;NULL;NULL;NULL;NULL;NULL;"36,626"
"Mexico";"47";NULL;"47";"0";"0.04";"0";"130,223"
"United States of America >";"47";NULL;NULL;"93";"0.00";"0";"326,474"
"Subtotal";NULL;"0";"47";"93";"0.01";"0";"493,394"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";NULL;NULL;NULL;NULL;"0.00";NULL;"374"
"Costa Rica";"46";"371";"42";NULL;"8.42";NULL;"4,905"
"El Salvador";"47";"548";"0";"0";"8.89";"0";"6,167"
"Guatemala";"41";"349";"0";NULL;"2.05";NULL;"17,005"
"Honduras";NULL;NULL;NULL;NULL;"0.00";NULL;"8,304"
"Nicaragua (^)";"48";"729";"24";NULL;"12.11";"0";"6,217"
"Panama******";"43";"1,996";"50";"1";"50.51";NULL;"4,051"
"Subtotal";NULL;"3,993";"116";"1";"8.74";"0";"47,023"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;NULL;NULL;NULL;"11,390"
"Dominican Republic";NULL;NULL;NULL;NULL;"0.00";NULL;"10,766"
"French Guiana (1)";"37";"215";"46";NULL;"92.55";NULL;"282"
"Guadaloupe (2)";"46";NULL;"56";NULL;"11.86";NULL;"472"
"Haiti";NULL;NULL;NULL;NULL;"0.00";NULL;"10,983"
"Martinique (2)";"45";NULL;"54";NULL;NULL;NULL;"396"
"Puerto Rico";"45";NULL;"8";NULL;"0.22";NULL;"3,679"
"Saint Barthelemy (2)";"45";"0";"3";NULL;"42.86";NULL;"7"
"Saint Martin (French part) (2)";"45";"0";"3";NULL;"9.38";NULL;"32"
"Subtotal";NULL;"215";"170";"0";"1.01";"0";"38,007"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia ****";"48";"3,332";"22";"0";"30.35";NULL;"11,052"
"Colombia*****";"47";"1,039";"29";"0";"2.18";"0";"49,067"
"Ecuador";"45";NULL;"194";NULL;"1.17";"2";"16,625"
"Peru**";"43";"1,733";"717";NULL;"7.62";NULL;"32,166"
"Venezuela";"45";"302";"39";"0";"1.07";"0";"31,925"
"Subtotal";NULL;"6,406";"1,001";"0";"5.26";"2";"140,835"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"48";"0";"0";"1";"0.00";NULL;"44,272"
"Brazil*******";"35";"50,196";"121,734";NULL;"81.39";"99";"211,243"
"Chile";"3";NULL;NULL;"1";"0.00";NULL;"18,313"
"Paraguay*";"44";"739";"5";NULL;"10.92";NULL;"6,811"
"Uruguay";"2";NULL;NULL;"1";"0.00";NULL;"3,456"
"Subtotal";NULL;"50,935";"121,739";"3";"60.78";"99";"284,095"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";NULL;NULL;NULL;NULL;"0.00";NULL;"17"
"Antigua and Barbuda";NULL;NULL;NULL;NULL;"0.00";NULL;"95"
"Aruba";NULL;NULL;NULL;NULL;"0.00";NULL;"115"
"Bahamas";NULL;NULL;NULL;NULL;"0.00";NULL;"397"
"Barbados";NULL;NULL;NULL;NULL;"0.00";NULL;"292"
"Cayman Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"58"
"Curacao";NULL;NULL;NULL;NULL;NULL;NULL;"149"
"Dominica";NULL;NULL;NULL;NULL;"0.00";NULL;"74"
"Grenada";NULL;NULL;NULL;NULL;"0.00";NULL;"111"
"Guyana";NULL;NULL;NULL;NULL;"0.00";NULL;"774"
"Jamaica";"45";NULL;"0";NULL;"0.00";NULL;"2,813"
"Montserrat";NULL;NULL;NULL;NULL;"0.00";NULL;"5"
"Saint Kitts and Nevis";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Saint Lucia";NULL;NULL;NULL;NULL;"0.00";NULL;"164"
"Saint Vincent and the Grenadines";NULL;NULL;NULL;NULL;"0.00";NULL;"102"
"Sint Maarten (Dutch part)";NULL;NULL;NULL;NULL;"0.00";NULL;"42"
"Suriname";NULL;NULL;NULL;NULL;"0.00";NULL;"552"
"Trinidad and Tobago";NULL;NULL;NULL;NULL;"0.00";NULL;"1,369"
"Turks and Caicos Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Virgin Islands (UK)";NULL;NULL;NULL;NULL;"0.00";NULL;"35"
"Virgin Islands (US)";NULL;NULL;NULL;NULL;NULL;NULL;"102"
"Subtotal";NULL;"0";"0";"0";"0.00";"0";"7,370"
"TOTAL";NULL;"61,549";"123,073";"97";"18.27";"101";"1,010,724"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";NULL;NULL;NULL;NULL;NULL;NULL;"71"
"Canada";NULL;NULL;NULL;NULL;NULL;NULL;"36,626"
"Mexico";"3";NULL;"1";"0";"0.00";"0";"130,223"
"United States of America >";"4";NULL;NULL;"0";NULL;"0";"326,474"
"Subtotal";NULL;"0";"1";"0";"0.00";"0";"493,394"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";NULL;NULL;NULL;NULL;"0.00";NULL;"374"
"Costa Rica";"3";"48";NULL;NULL;"0.98";NULL;"4,905"
"El Salvador";"3";"26";"0";"0";"0.42";"0";"6,167"
"Guatemala";NULL;NULL;NULL;NULL;"0.00";NULL;"17,005"
"Honduras";NULL;NULL;NULL;NULL;"0.00";NULL;"8,304"
"Nicaragua";"4";NULL;"6";NULL;"0.10";NULL;"6,217"
"Panama";NULL;NULL;NULL;NULL;"0.00";NULL;"4,051"
"Subtotal";NULL;"74";"6";"0";"0.17";"0";"47,023"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;NULL;NULL;NULL;"11,390"
"Dominican Republic";NULL;NULL;NULL;NULL;"0.00";NULL;"10,766"
"French Guiana";NULL;NULL;NULL;NULL;"0.00";NULL;"282"
"Guadaloupe";NULL;NULL;NULL;NULL;"0.00";NULL;"472"
"Haiti";NULL;NULL;NULL;NULL;"0.00";NULL;"10,983"
"Martinique";NULL;NULL;NULL;NULL;NULL;NULL;"396"
"Puerto Rico";"2";NULL;"0";NULL;"0.00";NULL;"3,679"
"Saint Barthelemy";NULL;NULL;NULL;NULL;"0.00";NULL;"7"
"Saint Martin (French part)";NULL;NULL;NULL;NULL;"0.00";NULL;"32"
"Subtotal";NULL;"0";"0";"0";"0.00";"0";"38,007"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";NULL;NULL;NULL;NULL;"0.00";NULL;"11,052"
"Colombia";"3";"104";"2";"0";"0.22";"0";"49,067"
"Ecuador";"4";NULL;"9";NULL;"0.05";NULL;"16,625"
"Peru";"3";"96";"2";NULL;"0.30";NULL;"32,166"
"Venezuela";"2";"11";"0";"0";"0.03";"0";"31,925"
"Subtotal";NULL;"211";"13";"0";"0.16";"0";"140,835"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"2";"0";"0";NULL;"0.00";NULL;"44,272"
"Brazil";NULL;NULL;NULL;NULL;"0.00";NULL;"211,243"
"Chile";NULL;NULL;NULL;NULL;"0.00";NULL;"18,313"
"Paraguay";NULL;NULL;NULL;NULL;"0.00";NULL;"6,811"
"Uruguay";"2";NULL;NULL;"1";NULL;NULL;"3,456"
"Subtotal";NULL;"0";"0";"1";"0.00";"0";"284,095"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";NULL;NULL;NULL;NULL;"0.00";NULL;"17"
"Antigua and Barbuda";NULL;NULL;NULL;NULL;"0.00";NULL;"95"
"Aruba";NULL;NULL;NULL;NULL;"0.00";NULL;"115"
"Bahamas";NULL;NULL;NULL;NULL;"0.00";NULL;"397"
"Barbados";NULL;NULL;NULL;NULL;"0.00";NULL;"292"
"Cayman Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"58"
"Curacao";NULL;NULL;NULL;NULL;NULL;NULL;"149"
"Dominica";NULL;NULL;NULL;NULL;"0.00";NULL;"74"
"Grenada";NULL;NULL;NULL;NULL;"0.00";NULL;"111"
"Guyana";NULL;NULL;NULL;NULL;"0.00";NULL;"774"
"Jamaica";NULL;NULL;NULL;NULL;"0.00";NULL;"2,813"
"Montserrat";NULL;NULL;NULL;NULL;"0.00";NULL;"5"
"Saint Kitts and Nevis";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Saint Lucia";NULL;NULL;NULL;NULL;"0.00";NULL;"164"
"Saint Vincent and the Grenadines";NULL;NULL;NULL;NULL;"0.00";NULL;"102"
"Sint Maarten (Dutch part)";NULL;NULL;NULL;NULL;"0.00";NULL;"42"
"Suriname";NULL;NULL;NULL;NULL;"0.00";NULL;"552"
"Trinidad and Tobago";NULL;NULL;NULL;NULL;"0.00";NULL;"1,369"
"Turks and Caicos Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Virgin Islands (UK)";NULL;NULL;NULL;NULL;"0.00";NULL;"35"
"Virgin Islands (US)";NULL;NULL;NULL;NULL;NULL;NULL;"102"
"Subtotal";NULL;"0";"0";"0";"0.00";"0";"7,370"
"TOTAL";NULL;"285";"20";"1";"0.03";"0";"1,010,724"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermudag";"24";"3";"0";"0";"4.20";"0";"71"
"Canada";NULL;NULL;NULL;NULL;NULL;NULL;"36,286"
"Mexico";"51";NULL;"757";"0";"0.59";"0";"128,632"
"United States of America >";"52";NULL;NULL;"164";"0.00";"0";"324,119"
NULL;NULL;"3";"757";"164";"0.16";"0";"489,108"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize g";NULL;"58";"1";"0";"16.10";"0";"367"
"Costa Rica";"50";"3,361";"0";"0";"69.20";"0";"4,857"
"El Salvador";"52";"6,071";"0";"0";"98.78";"0";"6,146"
"Guatemala";"47";"5,074";"177";"0";"31.49";"0";"16,673"
"Honduras";"32";"14,325";"0";"0";"174.91";"0";"8,190"
"Nicaragua";"26";"4,675";"453";"0";"83.38";"1";"6,150"
"Panama";"43";NULL;"6";"5";"0.15";"0";"3,990"
NULL;NULL;"33,564";"637";"5";"73.75";"1";"46,373"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;NULL;NULL;NULL;"11,393"
"Dominican Republic";"30";"112";"0";"0";"1.05";"0";"10,649"
"French Guiana";"23";"805";"18";"0";"298.19";"0";"276"
"Guadaloupe#";"16";"32";"2";"0";"7.22";"0";"471"
"Haitig";"16";"2";"1";"0";"0.03";"0";"10,848"
"Martinique";NULL;NULL;NULL;NULL;NULL;NULL;"396"
"Puerto Ricof";"50";"0";"177";"0";"4.81";"0";"3,681"
"Saint Barthelemy#";"16";"0";"0";"0";"0.00";"0";"9"
"Saint Martin (French part) #";"16";"17";"1";"0";"50.43";NULL;"36"
NULL;NULL;"968";"199";"0";"3.09";"0";"37,759"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";"47";"19,805";"1,190";"2";"192.83";"0";"10,888"
"Colombia";"51";"19,319";"206";"0";"40.13";"12";"48,654"
"Ecuador&";"37";"280";"1,745";"3";"12.36";"0";"16,385"
"Peru";"50";"133";"124";"1";"0.82";"0";"31,374"
"Venezuela";"32";"3,107";"68";"0";"10.07";"0";"31,519"
NULL;NULL;"42,644";"3,333";"6";"33.12";"12";"138,820"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina*";"51";"3,394";"322";"91";"8.47";"0";"43,847"
"Brazil^";"49";"263,598";"145,059";"0";"195.00";"159";"209,568"
"Chile";"50";"0";"0";"4";"0.00";"0";"18,132"
"Paraguay";"50";"880";"38";"0";"13.65";"0";"6,725"
"Uruguay";NULL;NULL;NULL;NULL;NULL;NULL;"344"
NULL;NULL;"267,872";"145,419";"95";"148.34";"159";"278,616"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla g";"24";"9";"1";"0";"58.82";"0";"17"
"Antigua and Barbuda g";"24";"38";"2";"0";"42.55";"0";"94"
"Aruba g";"47";"929";"8";"0";"821.93";"0";"114"
"Bahamas g";"20";"75";"1";"0";"19.34";"0";"393"
"Barbados g";"20";"86";"0";"0";"29.55";"0";"291"
"Cayman Islandsg";"24";"48";"0";"0";"84.21";"0";"57"
"Curacaog";NULL;NULL;NULL;NULL;NULL;NULL;"149"
"Dominicag";"24";"269";"2";"0";"366.22";"0";"74"
"Grenadag";"20";"103";"0";"0";"92.79";"0";"111"
"Guyanag";"16";"149";"0";"0";"19.33";"0";"771"
"Jamaicag";"24";"204";"1";"0";"7.31";"0";"2,803"
"Montserrat g";"24";"5";"0";"0";"100.00";"0";"5"
"Saint Kitts and Nevisg";NULL;"28";"0";"0";"53.85";"0";"52"
"Saint Luciag";"24";"114";"0";"0";"69.51";"0";"164"
"Saint Vincent and the Grenadinesg";"24";"154";"1";"0";"151.96";"0";"102"
"Sint Maarten (Dutch part)g";"8";"12";"0";"0";"29.27";"0";"41"
"Surinameg";NULL;"3";"0";"0";"0.55";"0";"548"
"Trinidad and Tobagog";NULL;"575";"15";"0";"43.22";"0";"1,365"
"Turks and Caicos Islandsg";"24";"22";"0";"0";"43.14";"0";"51"
"Virgin Islands (UK)g";"24";"2";"9";"0";"32.35";"0";"34"
"Virgin Islands (US)";NULL;NULL;NULL;NULL;NULL;NULL;"103"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";NULL;NULL;NULL;NULL;"0.00";NULL;"71"
"Canada";NULL;NULL;NULL;NULL;NULL;NULL;"36,286"
"Mexico";"2";NULL;"0";"0";"0.00";"0";"128,632"
"United States of America >";"3";NULL;NULL;NULL;"0.00";"0";"324,119"
"Subtotal";NULL;"0";"0";"0";"0.00";"0";"489,108"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";NULL;NULL;NULL;NULL;"0.00";NULL;"367"
"Costa Rica";"2";"27";NULL;NULL;"0.56";NULL;"4,857"
"El Salvador";"3";"26";"0";"0";"0.42";"0";"6,146"
"Guatemala";NULL;NULL;NULL;NULL;"0.00";NULL;"16,673"
"Honduras";NULL;NULL;NULL;NULL;"0.00";NULL;"8,190"
"Nicaragua";"1";NULL;"0";NULL;"0.00";NULL;"6,150"
"Panama";NULL;NULL;NULL;NULL;"0.00";NULL;"3,990"
"Subtotal";NULL;"53";"0";"0";"0.11";"0";"46,373"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;NULL;NULL;NULL;"11,393"
"Dominican Republic";NULL;NULL;NULL;NULL;"0.00";NULL;"10,649"
"French Guiana";NULL;NULL;NULL;NULL;"0.00";NULL;"276"
"Guadaloupe";NULL;NULL;NULL;NULL;"0.00";NULL;"471"
"Haiti";NULL;NULL;NULL;NULL;"0.00";NULL;"10,848"
"Martinique";NULL;NULL;NULL;NULL;NULL;NULL;"396"
"Puerto Rico";"2";NULL;"0";NULL;"0.00";NULL;"3,681"
"Saint Barthelemy";NULL;NULL;NULL;NULL;"0.00";NULL;"9"
"Saint Martin (French part)";NULL;NULL;NULL;NULL;"0.00";NULL;"36"
"Subtotal";NULL;"0";"0";"0";"0.00";"0";"37,759"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia";NULL;NULL;NULL;NULL;"0.00";NULL;"10,888"
"Colombia";"2";"65";"2";"0";"0.14";"0";"48,654"
"Ecuador";NULL;NULL;NULL;NULL;"0.00";NULL;"16,385"
"Peru";"2";"49";"2";NULL;"0.16";NULL;"31,374"
"Venezuela";"2";"11";"0";"0";"0.03";"0";"31,519"
"Subtotal";NULL;"125";"4";"0";"0.09";"0";"138,820"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"2";NULL;"0";NULL;"0.00";NULL;"43,847"
"Brazil";NULL;NULL;NULL;NULL;"0.00";NULL;"209,568"
"Chile";NULL;NULL;NULL;NULL;"0.00";NULL;"18,132"
"Paraguay";NULL;NULL;NULL;NULL;"0.00";NULL;"6,725"
"Uruguay";"2";NULL;NULL;"1";NULL;NULL;"344"
"Subtotal";NULL;NULL;"0";"1";"0.00";"0";"278,616"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";NULL;NULL;NULL;NULL;"0.00";NULL;"17"
"Antigua and Barbuda";NULL;NULL;NULL;NULL;"0.00";NULL;"94"
"Aruba";NULL;NULL;NULL;NULL;"0.00";NULL;"114"
"Bahamas";NULL;NULL;NULL;NULL;"0.00";NULL;"393"
"Barbados";NULL;NULL;NULL;NULL;"0.00";NULL;"291"
"Cayman Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"57"
"Curacao";NULL;NULL;NULL;NULL;NULL;NULL;"149"
"Dominica";NULL;NULL;NULL;NULL;"0.00";NULL;"74"
"Grenada";NULL;NULL;NULL;NULL;"0.00";NULL;"111"
"Guyana";NULL;NULL;NULL;NULL;"0.00";NULL;"771"
"Jamaica";NULL;NULL;NULL;NULL;"0.00";NULL;"2,803"
"Montserrat";NULL;NULL;NULL;NULL;"0.00";NULL;"5"
"Saint Kitts and Nevis";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Saint Lucia";NULL;NULL;NULL;NULL;"0.00";NULL;"164"
"Saint Vincent and the Grenadines";NULL;NULL;NULL;NULL;"0.00";NULL;"102"
"Sint Maarten (Dutch part)";NULL;NULL;NULL;NULL;"0.00";NULL;"41"
"Suriname";NULL;NULL;NULL;NULL;"0.00";NULL;"548"
"Trinidad and Tobago";NULL;NULL;NULL;NULL;"0.00";NULL;"1,365"
"Turks and Caicos Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"51"
"Virgin Islands (UK)";NULL;NULL;NULL;NULL;"0.00";NULL;"34"
"Virgin Islands (US)";NULL;NULL;NULL;NULL;NULL;NULL;"103"
"Subtotal";NULL;"0";"0";"0";"0.00";"0";"7,339"
"TOTAL";NULL;"178";"4";"1";"0.02";"0";"998,015"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";NULL;NULL;NULL;NULL;"0.00";NULL;"71"
"Canada";NULL;NULL;NULL;NULL;NULL;NULL;"36,626"
"Mexico";"27";NULL;"18";"0";"0.01";"0";"130,223"
"United States of America >";"28";NULL;NULL;"15";"0.00";"0";"326,474"
"Subtotal";NULL;"0";"18";"15";"0.00";"0";"493,394"
"Central American Isthmus";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Belize";NULL;NULL;NULL;NULL;"0.00";NULL;"374"
"Costa Rica";"27";"215";"6";NULL;"4.51";NULL;"4,905"
"El Salvador";"27";"345";"0";"0";"5.59";"0";"6,167"
"Guatemala";"22";"200";NULL;NULL;"1.18";NULL;"17,005"
"Honduras";NULL;NULL;NULL;NULL;"0.00";NULL;"8,304"
"Nicaragua";"28";"533";"8";NULL;"8.70";NULL;"6,217"
"Panama******";"26";"970";"12";"1";"24.24";NULL;"4,051"
"Subtotal";NULL;"2,263";"26";"1";"4.87";"0";"47,023"
"Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Cuba";NULL;NULL;NULL;NULL;NULL;NULL;"11,390"
"Dominican Republic";NULL;NULL;NULL;NULL;"0.00";NULL;"10,766"
"French Guiana (1)";"26";"135";"37";NULL;"60.99";NULL;"282"
"Guadaloupe (2)";"22";NULL;"9";NULL;"1.91";NULL;"472"
"Haiti";NULL;NULL;NULL;NULL;"0.00";NULL;"10,983"
"Martinique (2)";"22";NULL;"14";NULL;NULL;NULL;"396"
"Puerto Rico";"26";NULL;"8";NULL;"0.22";NULL;"3,679"
"Saint Barthelemy (2)";"20";"0";"3";NULL;"42.86";NULL;"7"
"Saint Martin (French part) (2)";"22";"0";"3";NULL;"9.38";NULL;"32"
"Subtotal";NULL;"135";"74";"0";"0.55";"0";"38,007"
"Andean Area";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bolivia ****";"28";"3,119";"22";"0";"28.42";NULL;"11,052"
"Colombia*****";"27";"705";"5";"0";"1.45";"0";"49,067"
"Ecuador";"23";NULL;"155";NULL;"0.93";NULL;"16,625"
"Peru**";"27";"883";"495";NULL;"4.28";NULL;"32,166"
"Venezuela";"16";"91";"7";"0";"0.31";"0";"31,925"
"Subtotal";NULL;"4,798";"684";"0";"3.89";"0";"140,835"
"Southern Cone";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Argentina";"28";"0";"0";NULL;"0.00";NULL;"44,272"
"Brazil";"19";"52,724";"28,225";NULL;"38.32";"13";"211,243"
"Chile";"3";NULL;NULL;"1";"0.00";NULL;"18,313"
"Paraguay*";"25";"739";"5";NULL;"10.92";NULL;"6,811"
"Uruguay";"2";NULL;NULL;"1";"0.00";NULL;"3,456"
"Subtotal";NULL;"53,463";"28,230";"2";"28.76";"13";"284,095"
"Non-Latin Caribbean";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Anguilla";NULL;NULL;NULL;NULL;"0.00";NULL;"17"
"Antigua and Barbuda";NULL;NULL;NULL;NULL;"0.00";NULL;"95"
"Aruba";NULL;NULL;NULL;NULL;"0.00";NULL;"115"
"Bahamas";NULL;NULL;NULL;NULL;"0.00";NULL;"397"
"Barbados";NULL;NULL;NULL;NULL;"0.00";NULL;"292"
"Cayman Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"58"
"Curacao";NULL;NULL;NULL;NULL;NULL;NULL;"149"
"Dominica";NULL;NULL;NULL;NULL;"0.00";NULL;"74"
"Grenada";NULL;NULL;NULL;NULL;"0.00";NULL;"111"
"Guyana";NULL;NULL;NULL;NULL;"0.00";NULL;"774"
"Jamaica";"21";NULL;"0";NULL;"0.00";NULL;"2,813"
"Montserrat";NULL;NULL;NULL;NULL;"0.00";NULL;"5"
"Saint Kitts and Nevis";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Saint Lucia";NULL;NULL;NULL;NULL;"0.00";NULL;"164"
"Saint Vincent and the Grenadines";NULL;NULL;NULL;NULL;"0.00";NULL;"102"
"Sint Maarten (Dutch part)";NULL;NULL;NULL;NULL;"0.00";NULL;"42"
"Suriname";NULL;NULL;NULL;NULL;"0.00";NULL;"552"
"Trinidad and Tobago";NULL;NULL;NULL;NULL;"0.00";NULL;"1,369"
"Turks and Caicos Islands";NULL;NULL;NULL;NULL;"0.00";NULL;"52"
"Virgin Islands (UK)";NULL;NULL;NULL;NULL;"0.00";NULL;"35"
"Virgin Islands (US)";NULL;NULL;NULL;NULL;NULL;NULL;"102"
"Subtotal";NULL;"0";"0";"0";"0.00";"0";"7,370"
"TOTAL";NULL;"60,659";"29,032";"18";"8.87";"13";"1,010,724"
"North America";NULL;NULL;NULL;NULL;NULL;NULL;NULL
"Bermuda";NULL;NULL;NULL;NULL;"0.00";NULL;"71"
"Canada";NULL;NULL;NULL;NULL;NULL;NULL;"36,626"
"Mexico";"7";NULL;"6";"0";"0.00";"0";"130,223"
"United States of America >";"8";NULL;NULL;"3";"0.00";"0";"326,474"
"Subtotal";NULL;"0";"6";"3";"0.00";"0";"493,394"
